Keyword,Country code,Location,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
東京行くところ,JP,Japan,Tokyo (Location),"People also ask, Thumbnail, Knowledge panel",90,39,,1,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-17 16:18:06,false,true,false,false,false,true
東京 観光 オススメ,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Sitelinks, People also ask, Knowledge panel, Video preview",50,31,,1,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-07 07:37:08,false,true,false,false,false,true
東京でおすすめの場所,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, People also ask, Sitelinks, Knowledge panel",60,31,0.27,1,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-14 07:59:41,false,true,false,false,false,true
東京に,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Video preview, Sitelinks",80,39,,1,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-17 15:36:44,false,true,false,false,false,true
東京観光 人気,JP,Japan,,"Thumbnail, People also ask, Sitelinks, Knowledge panel, Video preview",60,31,0.02,1,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-04 11:33:52,false,true,false,false,false,true
東京 観光するなら,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview, Knowledge panel",40,30,0.04,1,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-04 07:12:23,false,true,false,false,false,true
外国人 東京 観光,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, People also ask, Video preview",60,21,0.03,1,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-10 22:45:33,false,true,false,false,false,true
東京都 旅行 おすすめ,JP,Japan,Tokyo Metropolis (Location),"Thumbnail, Sitelinks, People also ask, Knowledge panel",40,39,,1,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-04 15:06:30,false,true,false,false,false,true
東京観光おすすめ,JP,Japan,,"AI Overview, Thumbnail, People also ask, Knowledge panel, Sitelinks",1700,30,0.03,1,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-20 21:32:12,false,true,false,false,false,true
都内 観光 おすすめ,JP,Japan,Tokyo City Center (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel",40,30,,1,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-25 13:03:05,false,true,false,false,false,true
東京観光 おすすめスポット,JP,Japan,,"Thumbnail, People also ask, Knowledge panel, Sitelinks, Video preview",30,31,,1,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-11 16:54:28,false,true,false,false,false,true
観光地東京,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel",60,31,,1,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-20 03:17:16,false,true,false,false,false,true
goto tokyo,JP,Japan,Tokyo (Location),"Sitelinks, Thumbnail",0,1,,1,0,1,https://www.gotokyo.org/jp/index.html,,2025-09-20 06:01:08,false,true,false,false,false,true
東京 観光 名所,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks",50,31,0.02,1,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-21 00:22:28,false,true,false,false,false,true
東京 観光,NZ,New Zealand,Tokyo (Location),"AI Overview, Sitelinks, People also ask, Thumbnail, Knowledge panel",20,46,,1,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-25 15:03:33,false,true,false,false,false,true
東京観光,NZ,New Zealand,,"Sitelinks, Knowledge panel, People also ask, Thumbnail, Video preview",20,40,,1,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-07 09:21:36,false,true,false,false,false,true
東京観光地,US,United States,Tokyo (Location),"Thumbnail, Knowledge panel, Sitelinks, People also ask, Video preview",20,31,,1,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-10 04:59:08,false,true,false,false,false,true
東京,CL,Chile,Tokyo (Location),"Knowledge panel, Sitelinks, People also ask, Thumbnail, Top stories",20,72,,1,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-21 02:53:24,false,true,false,false,false,true
東京,PL,Poland,Tokyo (Location),"Top stories, Thumbnail, Knowledge panel, Sitelinks, Videos, People also ask, Video preview",40,73,0.07,1,0,3,https://www.gotokyo.org/jp/index.html,,2025-09-11 09:34:51,false,true,false,false,false,true
東京 観光 歩かない,JP,Japan,Tokyo (Location),"Sitelinks, AI Overview, Thumbnail, Video preview",40,30,,1,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-10 09:25:10,false,true,false,false,false,true
おすすめ 都内,JP,Japan,Tokyo Metropolitan Area (Location),"Thumbnail, People also ask, AI Overview, Sitelinks, Video preview, Knowledge panel",50,30,,1,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-03 18:15:19,false,true,false,false,false,true
観光サイト,JP,Japan,,"Thumbnail, Sitelinks",200,72,0.39,1,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-09 18:46:58,false,true,false,false,false,false
goto東京,JP,Japan,Tokyo (Location),"Sitelinks, People also ask, Thumbnail, Video preview",0,0,0.18,1,0,1,https://www.gotokyo.org/jp/index.html,,2025-09-15 07:01:20,false,true,false,false,false,true
観光 都内,JP,Japan,Tokyo Metropolitan Area (Location),"Sitelinks, Knowledge panel, Thumbnail, People also ask, Video preview",40,38,0.21,1,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-09 11:49:29,false,true,false,false,false,true
東京 有名 場所,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Knowledge panel, People also ask, Sitelinks",50,31,0.02,1,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-19 17:03:27,false,true,false,false,false,true
おすすめスポット東京,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks",20,31,0.21,1,0,7,https://www.gotokyo.org/jp/index.html,,2025-09-25 00:10:50,false,true,false,false,false,true
tokyo 東京,BR,Brazil,Tokyo (Location),"Sitelinks, Thumbnail, Video preview",30,34,,1,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-06 23:58:30,false,true,false,false,false,true
東京有名観光地,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Knowledge panel, People also ask, Sitelinks, Video preview",70,19,,1,0,14,https://www.gotokyo.org/jp/index.html,,2025-09-10 03:36:39,false,true,false,false,false,true
東京の魅力 観光,JP,Japan,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",70,18,,1,0,13,https://www.gotokyo.org/jp/index.html,,2025-09-07 16:28:29,false,true,false,false,false,true
都内観光 おすすめ,JP,Japan,,"Thumbnail, Knowledge panel, People also ask, Sitelinks, Video preview",50,30,,1,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-01 00:25:29,false,true,false,false,false,true
東京都観光名所,JP,Japan,Tokyo Metropolis (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel",60,18,0.01,1,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-03 01:08:06,false,true,false,false,false,true
東京観光 楽しい,JP,Japan,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",30,31,,1,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-10 19:17:14,false,true,false,false,false,true
東京 観光 場所,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",30,31,0.20,1,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-09 15:10:17,false,true,false,false,false,true
東京 観光 どこ,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, AI Overview, Knowledge panel, Sitelinks",40,30,,1,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-21 02:57:06,false,true,false,false,false,true
東京 おすすめ観光地,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel, Video preview",100,19,0.01,1,0,15,https://www.gotokyo.org/jp/index.html,,2025-09-01 22:55:06,false,true,false,false,false,true
東京オススメ観光,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, AI Overview, Video preview, Knowledge panel",20,31,,1,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-07 18:08:08,false,true,false,false,false,true
東京 観光地,AU,Australia,Tokyo (Location),"Thumbnail, Sitelinks, Knowledge panel, People also ask",20,31,,1,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-23 00:21:44,false,true,false,false,false,true
東京 外国人 観光,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, AI Overview, Sitelinks, Video preview",450,21,0.02,1,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-24 05:38:13,false,true,false,false,false,true
東京 goto,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, People also ask, Video preview",10,2,0.20,1,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-24 09:04:35,false,true,true,false,false,true
東京 めぐり,JP,Japan,Tokyo (Location),"Sitelinks, People also ask, AI Overview, Thumbnail, Video preview",20,31,,1,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-05 02:01:22,false,true,false,false,false,true
東京 日本,JP,Japan,Tokyo (Location),"Sitelinks, People also ask, Thumbnail, Knowledge panel",20,60,,1,0,3,https://www.gotokyo.org/jp/index.html,,2025-09-12 15:52:08,false,true,false,false,false,true
東京観光旅行,JP,Japan,,"Sitelinks, Thumbnail, Knowledge panel, People also ask",10,31,0.08,1,0,7,https://www.gotokyo.org/jp/index.html,,2025-09-17 08:19:56,false,true,false,false,false,true
東京旅行 観光,JP,Japan,,"Thumbnail, People also ask, Knowledge panel, Sitelinks",30,30,0.08,1,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-22 02:08:21,false,true,false,false,false,true
2 月 東京 観光,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, People also ask, Sitelinks",10,29,,1,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-24 03:02:50,false,true,false,false,false,true
東京 お勧め,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Sitelinks, People also ask, Knowledge panel",20,31,,1,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-17 16:51:24,false,true,false,false,false,true
東京 東側 観光,JP,Japan,"Tokyo (Location), Eastern Tokyo (Location)","Top ads, Sitelinks, Thumbnail, People also ask, Video preview",70,2,,1,0,14,https://www.gotokyo.org/jp/index.html,,2025-09-07 01:21:26,false,true,false,false,false,true
東京 楽しむ,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",40,17,,1,0,13,https://www.gotokyo.org/jp/index.html,,2025-09-03 08:39:31,false,true,false,false,false,true
東京都旅行 人気,JP,Japan,,"Thumbnail, People also ask, Sitelinks, Knowledge panel",30,33,,1,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-08 16:32:54,false,true,false,false,false,true
東京人気観光スポット,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, AI Overview, Knowledge panel, Sitelinks, Video preview",40,31,0.04,1,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-04 19:04:34,false,true,false,false,false,true
tokyo to,JP,Japan,Tokyo (Location),"Sitelinks, People also ask, Thumbnail, Video preview, Knowledge panel",50,78,0.06,1,0,7,https://www.gotokyo.org/jp/index.html,,2025-09-14 02:03:13,false,true,false,false,false,true
都内 名所,JP,Japan,Tokyo Metropolitan Area (Location),"Sitelinks, People also ask, Thumbnail, Video preview, Knowledge panel",50,17,,1,0,13,https://www.gotokyo.org/jp/index.html,,2025-09-10 20:13:41,false,true,false,false,false,true
東京都 人気スポット,JP,Japan,Tokyo Metropolis (Location),"People also ask, Thumbnail, Knowledge panel, Sitelinks",50,19,,1,0,13,https://www.gotokyo.org/jp/index.html,,2025-09-12 12:44:43,false,true,false,false,false,true
東京 観光地,CA,Canada,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks, Video preview",10,31,,1,0,7,https://www.gotokyo.org/jp/index.html,,2025-09-07 10:25:07,false,true,false,false,false,true
東京都の有名なもの,JP,Japan,Tokyo Metropolis (Location),"People also ask, Thumbnail, Sitelinks, Knowledge panel",150,18,,1,0,19,https://www.gotokyo.org/jp/index.html,,2025-09-04 14:57:03,false,true,false,false,false,true
東京都 名所,JP,Japan,Tokyo Metropolis (Location),"People also ask, Thumbnail, Sitelinks, Knowledge panel",100,31,,1,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-02 22:13:36,false,true,false,false,false,true
旅 東京,JP,Japan,Tokyo (Location),"Thumbnail, Knowledge panel, People also ask",10,20,0.17,1,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-11 00:31:41,false,true,false,false,false,true
旅行 東京都,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, People also ask, Knowledge panel",0,31,0.19,1,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-13 04:04:59,false,true,false,false,false,true
東京観光 歩かない,JP,Japan,,"Sitelinks, Thumbnail, People also ask",30,29,,1,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-18 23:09:06,false,true,false,false,false,true
東京観光客,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",50,21,,1,0,15,https://www.gotokyo.org/jp/index.html,,2025-09-07 15:39:17,false,true,false,false,false,true
東京,NZ,New Zealand,Tokyo (Location),"Knowledge panel, Sitelinks, Thumbnail, People also ask, Top stories",90,78,0.04,1,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-06 23:44:00,false,true,false,false,false,true
東京,CO,Colombia,Tokyo (Location),"People also ask, Knowledge panel, Sitelinks, Thumbnail, Top stories",20,72,,0,0,3,https://www.gotokyo.org/jp/index.html,,2025-09-20 05:04:15,false,true,false,false,false,true
東京 に,JP,Japan,Tokyo (Location),"People also ask, Thumbnail, Sitelinks",10,29,,0,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-16 22:36:38,false,true,false,false,false,true
日本東京,AU,Australia,Tokyo (Location),"People also ask, Knowledge panel, Sitelinks, Thumbnail",10,77,,0,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-18 04:08:18,false,true,false,false,false,true
東京 10月 観光,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, People also ask",150,1,0.12,0,0,21,https://www.gotokyo.org/jp/index.html,,2025-09-12 15:22:11,false,true,false,false,false,true
東京おすすめ 観光,JP,Japan,Tokyo (Location),"Thumbnail, AI Overview, Sitelinks, People also ask, Knowledge panel",20,31,,0,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-18 22:12:08,false,true,false,false,false,true
東京なにする,JP,Japan,Tokyo (Location),"Sitelinks, People also ask, Thumbnail, Video preview, Knowledge panel",100,15,,0,0,18,https://www.gotokyo.org/jp/index.html,,2025-09-07 11:19:44,false,true,false,false,false,true
東京有名な所,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks",30,31,,0,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-18 02:53:03,false,true,false,false,false,true
東京 ホットスポット,JP,Japan,Tokyo (Location),"Thumbnail, AI Overview, Video preview",80,16,0.03,0,0,19,https://www.gotokyo.org/jp/index.html,,2025-09-07 21:48:53,false,true,false,false,false,true
東京いい場所,JP,Japan,Tokyo (Location),"People also ask, Thumbnail, Sitelinks, Video preview",70,18,,0,0,16,https://www.gotokyo.org/jp/index.html,,2025-09-10 19:53:25,false,true,false,false,false,true
東京,AR,Argentina,Tokyo (Location),"Knowledge panel, Sitelinks, People also ask, Thumbnail",30,66,0.22,0,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-21 19:33:54,false,true,false,false,false,true
東京と言えば,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",150,18,,0,0,20,https://www.gotokyo.org/jp/index.html,,2025-09-13 04:38:18,false,true,false,false,false,true
都内 おすすめ スポット,JP,Japan,Tokyo Metropolitan Area (Location),"AI Overview, Thumbnail, Knowledge panel, People also ask, Sitelinks, Video preview",30,30,0.22,0,0,13,https://www.gotokyo.org/jp/index.html,,2025-09-15 08:35:36,false,true,false,false,false,true
touky,JP,Japan,Tokyo (Location),"People also ask, Sitelinks, Thumbnail, Top stories, Knowledge panel",50,69,0.27,0,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-09 00:51:59,false,true,false,false,false,true
東京のおすすめ観光地,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks",20,31,,0,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-22 04:53:10,false,true,false,false,false,true
東京 観光エリア,JP,Japan,Tokyo (Location),"Thumbnail, Knowledge panel, Video preview",30,3,,0,0,13,https://www.gotokyo.org/jp/index.html,,2025-09-05 21:28:56,false,true,false,false,false,true
東京都人気スポット,JP,Japan,Tokyo Metropolis (Location),"People also ask, Thumbnail, Knowledge panel, Sitelinks, Video preview",60,19,,0,0,17,https://www.gotokyo.org/jp/index.html,,2025-09-04 07:30:21,false,true,false,false,false,true
東京 行くべきところ,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview, Knowledge panel",250,29,0.03,0,0,24,https://www.gotokyo.org/jp/index.html,,2025-09-09 20:59:43,false,true,false,false,false,true
東京,FI,Finland,Tokyo (Location),"Knowledge panel, Sitelinks, People also ask, Thumbnail, Top stories",20,65,,0,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-20 18:33:28,false,true,false,false,false,true
東京,HU,Hungary,Tokyo (Location),"Knowledge panel, People also ask, Sitelinks, Thumbnail, Top stories",20,67,,0,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-20 13:26:14,false,true,false,false,false,true
東京旅行スポット,JP,Japan,,"Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",30,17,0.45,0,0,14,https://www.gotokyo.org/jp/index.html,,2025-09-03 09:24:05,false,true,false,false,false,true
おすすめ観光地 東京,JP,Japan,Tokyo (Location),"People also ask, Sitelinks, AI Overview, Thumbnail, Video preview, Knowledge panel",20,18,,0,0,13,https://www.gotokyo.org/jp/index.html,,2025-09-05 19:41:31,false,true,false,false,false,true
都内めぐり,JP,Japan,Tokyo Metropolitan Area (Location),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",40,29,,0,0,16,https://www.gotokyo.org/jp/index.html,,2025-09-06 00:40:49,false,true,false,false,false,true
東京 観光ランキング,JP,Japan,Tokyo (Location),"Sitelinks, People also ask, AI Overview, Thumbnail, Video preview",80,18,0.01,0,0,20,https://www.gotokyo.org/jp/index.html,,2025-09-03 15:19:00,false,true,false,false,false,true
外国人 東京観光 モデルコース,JP,Japan,,"Sitelinks, Thumbnail, People also ask, Video preview, Knowledge panel",150,0,0.03,0,0,21,https://www.gotokyo.org/jp/index.html,,2025-09-12 11:15:49,false,true,false,false,false,true
東京で行くべきところ,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, People also ask, Video preview, Knowledge panel",150,16,0.03,0,0,21,https://www.gotokyo.org/jp/index.html,,2025-09-12 11:23:41,false,true,false,false,false,true
東京観光,AU,Australia,,"Sitelinks, Thumbnail, People also ask, Knowledge panel",0,40,0.17,0,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-20 01:10:04,false,true,false,false,false,true
外国人 東京,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, AI Overview, Video preview",100,1,,0,0,19,https://www.gotokyo.org/jp/index.html,,2025-09-04 20:31:37,false,true,false,false,false,true
東京 散策 おすすめ,JP,Japan,Tokyo (Location),"Thumbnail, Knowledge panel, Sitelinks, Video preview",150,29,0.17,0,0,22,https://www.gotokyo.org/jp/index.html,,2025-09-12 10:46:39,false,true,false,false,false,true
東京,CZ,Czech Republic,Tokyo (Location),"Knowledge panel, Sitelinks, People also ask, Thumbnail, Top stories",20,70,,0,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-19 15:07:11,false,true,false,false,false,true
東京観光スポット人気,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel, Video preview",20,18,0.04,0,0,13,https://www.gotokyo.org/jp/index.html,,2025-09-02 17:56:33,false,true,false,false,false,true
外国人におすすめの観光地 東京,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, People also ask, Video preview",40,1,,0,0,17,https://www.gotokyo.org/jp/index.html,,2025-09-06 05:00:16,false,true,false,false,false,true
とうきょう,US,United States,Tokyo (Location),"Sitelinks, People also ask, Video preview, Thumbnail, Knowledge panel",30,55,,0,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-18 08:22:13,false,true,false,false,false,true
おでかけ 東京,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, Video preview",100,20,0.01,0,0,22,https://www.gotokyo.org/jp/index.html,,2025-09-04 17:20:10,false,true,false,false,false,true
東京 旅行 スポット,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",20,17,0.45,0,0,15,https://www.gotokyo.org/jp/index.html,,2025-09-03 19:59:34,false,true,false,false,false,true
東京人気な場所,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, People also ask, Video preview, Knowledge panel",80,19,,0,0,22,https://www.gotokyo.org/jp/index.html,,2025-09-14 18:28:30,false,true,false,false,false,true
東京 観光地,KR,South Korea,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks, Video preview",20,20,0.01,0,0,15,https://www.gotokyo.org/jp/index.html,,2025-08-31 14:18:18,false,true,false,false,false,true
旅行 都内,JP,Japan,Tokyo Metropolitan Area (Location),"Thumbnail, People also ask, AI Overview, Sitelinks, Video preview",10,31,0.09,0,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-05 03:31:19,false,true,false,false,false,true
外国 人 東京 観光,JP,Japan,Tokyo (Location),"Video preview, People also ask, Thumbnail, Sitelinks, Discussions and forums",10,21,,0,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-09 04:39:42,false,true,false,false,false,true
東京 ニュースポット,JP,Japan,Tokyo (Location),"Sitelinks, Video preview",90,11,,0,0,22,https://www.gotokyo.org/jp/index.html,,2025-09-14 19:39:52,false,true,false,false,false,true
首都圏 観光,JP,Japan,Capital Region (Location),"Thumbnail, Sitelinks, Video preview",150,16,0.04,0,0,25,https://www.gotokyo.org/jp/index.html,,2025-09-06 21:45:59,false,true,false,false,false,true
tokyou,JP,Japan,Tokyo (Location),"Sitelinks, Thumbnail, Knowledge panel",60,92,0.06,0,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-07 14:53:10,false,true,false,false,false,true
東京 go to,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, People also ask, Knowledge panel, Video preview",0,1,0.20,0,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-17 22:02:47,false,true,false,false,false,true
今日 お出かけ 東京,JP,Japan,Tokyo (Location),"Sitelinks, AI Overview, People also ask, Video preview",10,0,0.08,0,0,15,https://www.gotokyo.org/jp/index.html,,2025-09-10 08:45:37,false,true,false,false,false,true
都内 旅行 おすすめ,JP,Japan,Tokyo Metropolitan Area (Location),"Sitelinks, AI Overview, Thumbnail, People also ask, Video preview",10,30,0.03,0,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-10 05:16:23,false,true,false,false,false,true
東京周辺観光,JP,Japan,Tokyo Metropolitan Area (Location),"Thumbnail, AI Overview, Knowledge panel, Sitelinks, People also ask, Video preview",90,1,0.23,0,0,24,https://www.gotokyo.org/jp/index.html,,2025-09-10 13:34:26,false,true,false,false,false,true
ときょう,US,United States,,"Sitelinks, Thumbnail, People also ask, Video preview",0,82,,0,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-09 12:16:44,false,true,false,false,false,false
東京 人気観光地,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks, Video preview",50,19,0.07,0,0,21,https://www.gotokyo.org/jp/index.html,,2025-09-07 22:47:01,false,true,false,false,false,true
東京 観光おすすめスポット,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks",10,31,0.05,0,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-17 08:42:29,false,true,false,false,false,true
公益財団法人 東京観光財団,JP,Japan,Tokyo Convention & Visitors Bureau (Organization),"Sitelinks, People also ask, Video preview",10,0,,0,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-12 23:39:08,false,true,false,false,true,false
東京で有名なところ,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",30,19,,0,0,20,https://www.gotokyo.org/jp/index.html,,2025-09-10 18:50:38,false,true,false,false,false,true
東京 観光 外国人,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, People also ask, Video preview",350,4,0.02,0,0,14,https://www.gotokyo.org/jp/index.html,,2025-09-05 08:10:18,false,true,false,false,false,true
東京めぐり おすすめ,JP,Japan,Tokyo Meguri (Event),"Thumbnail, Sitelinks, People also ask, AI Overview",0,30,,0,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-16 07:33:41,false,true,false,false,false,true
外国人 東京 観光 ランキング,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, People also ask, Video preview",20,5,0.44,0,0,19,https://www.gotokyo.org/jp/index.html,,2025-09-10 15:45:04,false,true,false,false,false,true
東京都 観光地 ランキング,JP,Japan,Tokyo Metropolis (Location),"Thumbnail, AI Overview, People also ask, Sitelinks",80,22,0.01,0,0,26,https://www.gotokyo.org/jp/index.html,,2025-09-07 20:15:32,false,true,false,false,false,true
東京観光名所ランキング,JP,Japan,,"Sitelinks, AI Overview, People also ask, Thumbnail, Video preview",60,19,0.01,0,0,25,https://www.gotokyo.org/jp/index.html,,2025-09-08 11:40:20,false,true,false,false,false,true
東京 好き,JP,Japan,Tokyo (Location),"Sitelinks, Thumbnail, People also ask, Video preview",20,0,,0,0,19,https://www.gotokyo.org/jp/index.html,,2025-09-07 07:32:38,false,true,false,false,false,true
tokyo localized,JP,Japan,Tokyo (Location),"Sitelinks, Video preview",300,2,0.34,0,0,31,https://www.gotokyo.org/jp/index.html,,2025-09-21 19:18:35,false,true,false,false,false,true
where to go,JP,Japan,,"People also ask, Sitelinks, Video preview, Thumbnail",50,0,0.10,0,0,22,https://www.gotokyo.org/jp/index.html,,2025-09-11 17:43:45,false,true,false,false,false,false
東京 春 観光,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Video preview",30,6,,0,0,22,https://www.gotokyo.org/jp/index.html,,2025-09-10 00:48:39,false,true,false,false,false,true
東京 おすすめ 観光 地,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, AI Overview, Knowledge panel, Sitelinks",0,31,,0,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-22 05:14:30,false,true,false,false,false,true
東京近く 観光,JP,Japan,,"Thumbnail, AI Overview, Knowledge panel, Sitelinks, Video preview",30,15,,0,0,24,https://www.gotokyo.org/jp/index.html,,2025-09-01 22:01:46,false,true,false,false,false,true
東京 都 有名 な 場所,JP,Japan,Tokyo (Location),"People also ask, Thumbnail, Sitelinks, Discussions and forums, Knowledge panel",0,31,,0,0,7,https://www.gotokyo.org/jp/index.html,,2025-09-11 06:49:10,false,true,false,false,false,true
東京っぽいところ,JP,Japan,,"Thumbnail, Sitelinks, People also ask, AI Overview, Video preview",70,30,,0,0,27,https://www.gotokyo.org/jp/index.html,,2025-09-04 16:10:22,false,true,false,false,false,true
観光,VN,Vietnam,,"Local teaser, People also ask, Thumbnail",150,21,0.03,0,0,23,https://www.gotokyo.org/jp/index.html,,2025-09-04 20:47:28,false,true,false,false,false,false
